question_id,original_text,normalized_text,source_file,source_platform,evidence_type,real_vs_synthetic,candidate_family_id,candidate_family_name,candidate_phase2_flow,candidate_flow_name,mapping_confidence,ambiguity_flag,high_risk_flag,search_volume,competition,mapping_rationale
"MQU-01766","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01767","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01768","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01769","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01770","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01771","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01772","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01773","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01774","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01775","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01776","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01777","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01778","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01779","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01780","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01781","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01782","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01783","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01784","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01785","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01786","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01787","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01788","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01789","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01790","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01791","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01792","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01793","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01794","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01795","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01796","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01797","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01798","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01799","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01800","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01801","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01802","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01803","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01804","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01805","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01806","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01807","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01808","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01809","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01810","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01811","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01812","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01813","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01814","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01815","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01816","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01817","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01818","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01819","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01820","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01821","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01822","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01823","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01824","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01825","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01826","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01827","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01828","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01829","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01830","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01831","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01832","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01833","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01834","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01835","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01836","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01837","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01838","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01839","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01840","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01841","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01842","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01843","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01844","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01845","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01846","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-01847","Workflow & AI Automation","workflow & ai automation","all categories-workflow  ai automation-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
